a,b,res
0.51,0.31,417913.4
0.51,0.32,418323.22000000003
0.51,0.33,418437.64
0.51,0.34,418820.11
0.51,0.35000000000000003,419021.56000000006
0.51,0.36,419873.92999999993
0.51,0.37,419715.28
0.51,0.38,420331.02
0.51,0.39,420183.41
0.51,0.4,420224.53
0.51,0.41000000000000003,419809.17000000004
0.51,0.42,419882.69
0.51,0.43,420481.1
0.51,0.44,420890.12
0.51,0.45,420472.12
0.51,0.46,418306.87
0.51,0.47000000000000003,418684.08
0.51,0.48,418312.02
0.51,0.49,417541.73
0.51,0.5,417234.70999999996
0.51,0.51,417431.27999999997
0.51,0.52,417431.27999999997
0.51,0.53,417431.27999999997
0.51,0.54,417597.01
0.51,0.55,417597.01
0.51,0.56,417597.01
0.51,0.5700000000000001,417803.19
0.51,0.58,417979.29
0.51,0.59,418368.27999999997
0.51,0.6,418368.27999999997
0.51,0.61,418185.47
0.51,0.62,418185.47
0.51,0.63,418185.47
0.51,0.64,418002.66
0.51,0.65,418002.66
0.51,0.66,418002.66
0.51,0.67,418012.26999999996
0.51,0.68,418012.26999999996
0.51,0.6900000000000001,418157.39999999997
0.51,0.7000000000000001,418157.39999999997
0.51,0.71,418157.39999999997
0.51,0.72,418157.39999999997
0.51,0.73,418157.39999999997
0.51,0.74,418157.39999999997
0.51,0.75,418051.91
0.51,0.76,418051.91
0.51,0.77,418052.48
0.51,0.78,418052.48
0.51,0.79,418249.05
0.51,0.8,418249.05
0.51,0.81,418249.05
0.51,0.8200000000000001,418445.62
0.51,0.8300000000000001,418445.62
0.51,0.84,418656.94
0.51,0.85,418656.94
0.51,0.86,418656.94
0.51,0.87,418668.56000000006
0.51,0.88,418668.56000000006
0.51,0.89,418668.56000000006
0.51,0.9,418593.11
0.51,0.91,418593.11
0.51,0.92,418789.68
0.51,0.93,418789.68
0.51,0.9400000000000001,418789.68
0.51,0.9500000000000001,418789.68
0.51,0.96,418789.68
0.51,0.97,418789.68
0.51,0.98,418789.68
0.51,0.99,418789.68
0.51,1.0,418965.78
0.52,0.0,269733.11
0.52,0.01,373535.06
0.52,0.02,381972.02
0.52,0.03,389871.94
0.52,0.04,397093.46
0.52,0.05,400047.01
0.52,0.06,400719.7
0.52,0.07,401902.39
0.52,0.08,401492.54000000004
0.52,0.09,406626.27
0.52,0.1,406995.77
0.52,0.11,407727.14
0.52,0.12,409912.81
0.52,0.13,409991.65
0.52,0.14,411424.99
0.52,0.15,411734.72
0.52,0.16,414210.88
0.52,0.17,414912.44
0.52,0.18,413452.98
0.52,0.19,414110.58999999997
0.52,0.2,414231.92999999993
0.52,0.21,414137.54
0.52,0.22,413953.5
0.52,0.23,414521.44000000006
0.52,0.24,414931.08999999997
0.52,0.25,415012.80000000005
0.52,0.26,414854.79000000004
0.52,0.27,415125.69000000006
0.52,0.28,415488.85
0.52,0.29,416405.98
0.52,0.3,417180.43
0.52,0.31,417754.36
0.52,0.32,417981.39
0.52,0.33,418373.08
0.52,0.34,418364.09
0.52,0.35000000000000003,418888.66000000003
0.52,0.36,418798.8
0.52,0.37,419978.82
0.52,0.38,420007.31
0.52,0.39,420101.72
0.52,0.4,419735.94
0.52,0.41000000000000003,419636.14
0.52,0.42,419445.42000000004
0.52,0.43,419781.28
0.52,0.44,420069.78
0.52,0.45,417991.13
0.52,0.46,418684.08
0.52,0.47000000000000003,418176.99
0.52,0.48,417530.11
0.52,0.49,417234.71
0.52,0.5,417234.71
0.52,0.51,417234.70999999996
0.52,0.52,417431.27999999997
0.52,0.53,417431.27999999997
0.52,0.54,417431.27999999997
0.52,0.55,417597.01
0.52,0.56,417597.01
0.52,0.5700000000000001,417597.01
0.52,0.58,417803.19
0.52,0.59,417979.29
0.52,0.6,418368.27999999997
0.52,0.61,418368.27999999997
0.52,0.62,418185.47
0.52,0.63,418185.47
0.52,0.64,418185.47
0.52,0.65,418002.66
0.52,0.66,418002.66
0.52,0.67,418002.66
0.52,0.68,418002.66
0.52,0.6900000000000001,418012.26999999996
0.52,0.7000000000000001,418188.32999999996
0.52,0.71,418157.39999999997
0.52,0.72,418157.39999999997
0.52,0.73,418157.39999999997
0.52,0.74,418157.39999999997
0.52,0.75,418157.39999999997
0.52,0.76,418157.39999999997
0.52,0.77,418051.91
0.52,0.78,418051.91
0.52,0.79,418052.48
0.52,0.8,418052.48
0.52,0.81,418249.05
0.52,0.8200000000000001,418249.05
0.52,0.8300000000000001,418445.62
0.52,0.84,418445.62
0.52,0.85,418480.83999999997
0.52,0.86,418656.94
0.52,0.87,418656.94
0.52,0.88,418656.94
0.52,0.89,418668.56000000006
0.52,0.9,418668.56000000006
0.52,0.91,418593.11
0.52,0.92,418593.11
0.52,0.93,418593.11
0.52,0.9400000000000001,418789.68
0.52,0.9500000000000001,418789.68
0.52,0.96,418789.68
0.52,0.97,418789.68
0.52,0.98,418789.68
0.52,0.99,418789.68
0.52,1.0,418789.68
0.53,0.0,269733.11
0.53,0.01,373535.06
0.53,0.02,382840.33
0.53,0.03,389890.77999999997
0.53,0.04,397282.86000000004
0.53,0.05,400199.79000000004
0.53,0.06,400794.41000000003
0.53,0.07,401752.51
0.53,0.08,401259.79000000004
0.53,0.09,406834.60000000003
0.53,0.1,407562.52
0.53,0.11,407850.6
0.53,0.12,410837.75
0.53,0.13,410790.18
0.53,0.14,411417.52
0.53,0.15,411698.12
0.53,0.16,413224.12
0.53,0.17,414994.66
0.53,0.18,414372.17000000004
0.53,0.19,414179.7
0.53,0.2,414126.43999999994
0.53,0.21,414228.62
0.53,0.22,414231.24
0.53,0.23,414203.38
0.53,0.24,414592.74
0.53,0.25,414655.32
0.53,0.26,414803.69000000006
0.53,0.27,415150.80000000005
0.53,0.28,415488.85
0.53,0.29,415502.4
0.53,0.3,416899.06
0.53,0.31,417648.87
0.53,0.32,417909.70999999996
0.53,0.33,418249.67
0.53,0.34,418454.61
0.53,0.35000000000000003,418597.35000000003
0.53,0.36,419045.62
0.53,0.37,419670.18
0.53,0.38,419749.52
0.53,0.39,419829.07999999996
0.53,0.4,419513.33
0.53,0.41000000000000003,419379.76
0.53,0.42,419781.28
0.53,0.43,418910.69
0.53,0.44,416868.85
0.53,0.45,418158.32999999996
0.53,0.46,417943.61
0.53,0.47000000000000003,417223.08999999997
0.53,0.48,417223.08999999997
0.53,0.49,417223.08999999997
0.53,0.5,417234.71
0.53,0.51,417234.71
0.53,0.52,417234.70999999996
0.53,0.53,417431.27999999997
0.53,0.54,417431.27999999997
0.53,0.55,417431.27999999997
0.53,0.56,417597.01
0.53,0.5700000000000001,417597.01
0.53,0.58,417597.01
0.53,0.59,417803.19
0.53,0.6,417803.19
0.53,0.61,418368.27999999997
0.53,0.62,418368.27999999997
0.53,0.63,418185.47
0.53,0.64,418185.47
0.53,0.65,418185.47
0.53,0.66,418002.66
0.53,0.67,418002.66
0.53,0.68,418002.66
0.53,0.6900000000000001,418002.66
0.53,0.7000000000000001,418012.26999999996
0.53,0.71,418188.32999999996
0.53,0.72,418157.39999999997
0.53,0.73,418157.39999999997
0.53,0.74,418157.39999999997
0.53,0.75,418157.39999999997
0.53,0.76,418157.39999999997
0.53,0.77,418157.39999999997
0.53,0.78,418051.91
0.53,0.79,418051.91
0.53,0.8,418052.48
0.53,0.81,418052.48
0.53,0.8200000000000001,418249.05
0.53,0.8300000000000001,418249.05
0.53,0.84,418249.05
0.53,0.85,418445.62
0.53,0.86,418445.62
0.53,0.87,418480.83999999997
0.53,0.88,418656.94
0.53,0.89,418656.94
0.53,0.9,418668.56000000006
0.53,0.91,418668.56000000006
0.53,0.92,418668.56000000006
0.53,0.93,418593.11
0.53,0.9400000000000001,418593.11
0.53,0.9500000000000001,418789.68
0.53,0.96,418789.68
0.53,0.97,418789.68
0.53,0.98,418789.68
0.53,0.99,418789.68
0.53,1.0,418789.68
0.54,0.0,269821.31
0.54,0.01,373509.12
0.54,0.02,383218.25
0.54,0.03,390001.64
0.54,0.04,397321.11
0.54,0.05,400197.74
0.54,0.06,400680.41000000003
0.54,0.07,401678.07
0.54,0.08,401536.38
0.54,0.09,405325.52
0.54,0.1,407904.56
0.54,0.11,408041.34
0.54,0.12,409177.03
0.54,0.13,410917.88
0.54,0.14,411291.97
0.54,0.15,411867.81
0.54,0.16,413374.49
0.54,0.17,414956.14
0.54,0.18,414400.51
0.54,0.19,414369.27
0.54,0.2,414046.12
0.54,0.21,414160.02
0.54,0.22,414424.87
0.54,0.23,414228.49
0.54,0.24,414659.47
0.54,0.25,414848.3
0.54,0.26,415427.75
0.54,0.27,415452.86
0.54,0.28,415133.51
0.54,0.29,415775.75
0.54,0.3,416639.33
0.54,0.31,417248.26
0.54,0.32,417680.81
0.54,0.33,417426.79
0.54,0.34,418397.14
0.54,0.35000000000000003,418511.56000000006
0.54,0.36,418860.89
0.54,0.37,418833.04000000004
0.54,0.38,419351.05
0.54,0.39,419166.53
0.54,0.4,419658.47
0.54,0.41000000000000003,419744.62
0.54,0.42,418910.69
0.54,0.43,416868.85
0.54,0.44,416999.24
0.54,0.45,416505.59
0.54,0.46,416820.75
0.54,0.47000000000000003,417223.08999999997
0.54,0.48,417223.08999999997
0.54,0.49,417223.08999999997
0.54,0.5,417223.08999999997
0.54,0.51,417234.71
0.54,0.52,417234.71
0.54,0.53,417234.70999999996
0.54,0.54,417431.27999999997
0.54,0.55,417431.27999999997
0.54,0.56,417431.27999999997
0.54,0.5700000000000001,417597.01
0.54,0.58,417597.01
0.54,0.59,417597.01
0.54,0.6,417803.19
0.54,0.61,417803.19
0.54,0.62,418368.27999999997
0.54,0.63,418368.27999999997
0.54,0.64,418368.27999999997
0.54,0.65,418185.47
0.54,0.66,418185.47
0.54,0.67,418002.66
0.54,0.68,418002.66
0.54,0.6900000000000001,418002.66
0.54,0.7000000000000001,418002.66
0.54,0.71,418012.26999999996
0.54,0.72,418012.26999999996
0.54,0.73,418157.39999999997
0.54,0.74,418157.39999999997
0.54,0.75,418157.39999999997
0.54,0.76,418157.39999999997
0.54,0.77,418157.39999999997
0.54,0.78,418157.39999999997
0.54,0.79,418157.39999999997
0.54,0.8,418051.91
0.54,0.81,418051.91
0.54,0.8200000000000001,418052.48
0.54,0.8300000000000001,418052.48
0.54,0.84,418249.05
0.54,0.85,418249.05
0.54,0.86,418445.62
0.54,0.87,418445.62
0.54,0.88,418480.83999999997
0.54,0.89,418656.94
0.54,0.9,418656.94
0.54,0.91,418656.94
0.54,0.92,418668.56000000006
0.54,0.93,418668.56000000006
0.54,0.9400000000000001,418668.56000000006
0.54,0.9500000000000001,418593.11
0.54,0.96,418593.11
0.54,0.97,418789.68
0.54,0.98,418789.68
0.54,0.99,418789.68
0.54,1.0,418789.68
0.55,0.0,269896.52
0.55,0.01,373740.3
0.55,0.02,383033.73000000004
0.55,0.03,389688.42000000004
0.55,0.04,397645.68000000005
0.55,0.05,399830.89
0.55,0.06,401786.24
0.55,0.07,401336.28
0.55,0.08,402001.63
0.55,0.09,405262.96
0.55,0.1,408012.93
0.55,0.11,407726.66000000003
0.55,0.12,409399.66000000003
0.55,0.13,411005.78
0.55,0.14,410833.23
0.55,0.15,411711.46
0.55,0.16,412592.07
0.55,0.17,414649.95
0.55,0.18,415289.53
0.55,0.19,413896.31
0.55,0.2,414312.5
0.55,0.21,414237.33999999997
0.55,0.22,414515.39
0.55,0.23,414398.64
0.55,0.24,414145.69999999995
0.55,0.25,414566.44000000006
0.55,0.26,415253.39
0.55,0.27,415452.86
0.55,0.28,415133.51
0.55,0.29,415775.75
0.55,0.3,415629.63
0.55,0.31,416771.96
0.55,0.32,417073.04
0.55,0.33,417828.28
0.55,0.34,418055.31
0.55,0.35000000000000003,418413.86
0.55,0.36,418298.98
0.55,0.37,418460.39
0.55,0.38,418163.9
0.55,0.39,419057.03
0.55,0.4,419158.04000000004
0.55,0.41000000000000003,418787.88
0.55,0.42,416746.04
0.55,0.43,416999.24
0.55,0.44,416505.59
0.55,0.45,415785.07
0.55,0.46,415785.07
0.55,0.47000000000000003,416820.75
0.55,0.48,417223.08999999997
0.55,0.49,417223.08999999997
0.55,0.5,417223.08999999997
0.55,0.51,417234.71
0.55,0.52,417234.71
0.55,0.53,417234.71
0.55,0.54,417234.70999999996
0.55,0.55,417431.27999999997
0.55,0.56,417431.27999999997
0.55,0.5700000000000001,417431.27999999997
0.55,0.58,417597.01
0.55,0.59,417597.01
0.55,0.6,417597.01
0.55,0.61,417803.19
0.55,0.62,417803.19
0.55,0.63,418185.47
0.55,0.64,418368.27999999997
0.55,0.65,418368.27999999997
0.55,0.66,418185.47
0.55,0.67,418185.47
0.55,0.68,418185.47
0.55,0.6900000000000001,418002.66
0.55,0.7000000000000001,418002.66
0.55,0.71,418002.66
0.55,0.72,418002.66
0.55,0.73,418012.26999999996
0.55,0.74,418188.32999999996
0.55,0.75,418157.39999999997
0.55,0.76,418157.39999999997
0.55,0.77,418157.39999999997
0.55,0.78,418157.39999999997
0.55,0.79,418157.39999999997
0.55,0.8,418157.39999999997
0.55,0.81,418051.91
0.55,0.8200000000000001,418051.91
0.55,0.8300000000000001,418052.48
0.55,0.84,418052.48
0.55,0.85,418249.05
0.55,0.86,418249.05
0.55,0.87,418249.05
0.55,0.88,418445.62
0.55,0.89,418445.62
0.55,0.9,418480.83999999997
0.55,0.91,418656.94
0.55,0.92,418656.94
0.55,0.93,418656.94
0.55,0.9400000000000001,418668.56000000006
0.55,0.9500000000000001,418668.56000000006
0.55,0.96,418668.56000000006
0.55,0.97,418593.11
0.55,0.98,418593.11
0.55,0.99,418789.68
0.55,1.0,418789.68
0.56,0.0,269896.52
0.56,0.01,373740.3
0.56,0.02,383102.48
0.56,0.03,391271.3
0.56,0.04,397893.61
0.56,0.05,399890.42000000004
0.56,0.06,401566.01
0.56,0.07,401563.84
0.56,0.08,403207.35000000003
0.56,0.09,406025.94999999995
0.56,0.1,408187.31
0.56,0.11,408908.79000000004
0.56,0.12,409638.64
0.56,0.13,411079.9
0.56,0.14,410406.92000000004
0.56,0.15,412181.23
0.56,0.16,412684.85
0.56,0.17,413658.18
0.56,0.18,415278.97
0.56,0.19,414704.9
0.56,0.2,414496.89
0.56,0.21,414308.80000000005
0.56,0.22,414631.58
0.56,0.23,414398.64
0.56,0.24,414094.6
0.56,0.25,415390.99
0.56,0.26,415446.37
0.56,0.27,415435.57
0.56,0.28,415739.76
0.56,0.29,415260.74
0.56,0.3,415648.65
0.56,0.31,415984.72
0.56,0.32,417227.56999999995
0.56,0.33,417722.79000000004
0.56,0.34,417717.11
0.56,0.35000000000000003,417870.20000000007
0.56,0.36,418099.86
0.56,0.37,417962.45000000007
0.56,0.38,418266.38
0.56,0.39,418652.83
0.56,0.4,418545.65
0.56,0.41000000000000003,416746.04
0.56,0.42,416876.43
0.56,0.43,416415.5
0.56,0.44,415785.07
0.56,0.45,415785.07
0.56,0.46,415785.07
0.56,0.47000000000000003,415785.07
0.56,0.48,416820.75
0.56,0.49,417223.08999999997
0.56,0.5,417223.08999999997
0.56,0.51,417223.08999999997
0.56,0.52,417234.71
0.56,0.53,417234.71
0.56,0.54,417234.71
0.56,0.55,417234.70999999996
0.56,0.56,417431.27999999997
0.56,0.5700000000000001,417431.27999999997
0.56,0.58,417431.27999999997
0.56,0.59,417597.01
0.56,0.6,417597.01
0.56,0.61,417597.01
0.56,0.62,417803.19
0.56,0.63,417803.19
0.56,0.64,418185.47
0.56,0.65,418368.27999999997
0.56,0.66,418368.27999999997
0.56,0.67,418185.47
0.56,0.68,418185.47
0.56,0.6900000000000001,418185.47
0.56,0.7000000000000001,418002.66
0.56,0.71,418002.66
0.56,0.72,418002.66
0.56,0.73,418002.66
0.56,0.74,418012.26999999996
0.56,0.75,418188.32999999996
0.56,0.76,418157.39999999997
0.56,0.77,418157.39999999997
0.56,0.78,418157.39999999997
0.56,0.79,418157.39999999997
0.56,0.8,418157.39999999997
0.56,0.81,418157.39999999997
0.56,0.8200000000000001,418157.39999999997
0.56,0.8300000000000001,418051.91
0.56,0.84,418051.91
0.56,0.85,418052.48
0.56,0.86,418052.48
0.56,0.87,418249.05
0.56,0.88,418249.05
0.56,0.89,418249.05
0.56,0.9,418445.62
0.56,0.91,418445.62
0.56,0.92,418480.83999999997
0.56,0.93,418656.94
0.56,0.9400000000000001,418656.94
0.56,0.9500000000000001,418668.56000000006
0.56,0.96,418668.56000000006
0.56,0.97,418668.56000000006
0.56,0.98,418593.11
0.56,0.99,418593.11
0.56,1.0,418593.11
0.5700000000000001,0.0,269808.32
0.5700000000000001,0.01,370900.57999999996
0.5700000000000001,0.02,383572.06000000006
0.5700000000000001,0.03,391246.19
0.5700000000000001,0.04,398259.33
0.5700000000000001,0.05,400938.56
0.5700000000000001,0.06,401559.88
0.5700000000000001,0.07,401993.54000000004
0.5700000000000001,0.08,403358.88
0.5700000000000001,0.09,406007.6
0.5700000000000001,0.1,408500.71
0.5700000000000001,0.11,409403.21
0.5700000000000001,0.12,409683.56
0.5700000000000001,0.13,410940.58999999997
0.5700000000000001,0.14,410882.33999999997
0.5700000000000001,0.15,412288.72
0.5700000000000001,0.16,412669.46
0.5700000000000001,0.17,413663.68
0.5700000000000001,0.18,415407.94
0.5700000000000001,0.19,414768.15
0.5700000000000001,0.2,414290.71
0.5700000000000001,0.21,414670.03
0.5700000000000001,0.22,414510.23
0.5700000000000001,0.23,414457.71
0.5700000000000001,0.24,414718.66
0.5700000000000001,0.25,414743.77
0.5700000000000001,0.26,415215.61
0.5700000000000001,0.27,415477.04000000004
0.5700000000000001,0.28,415562.8
0.5700000000000001,0.29,415260.74
0.5700000000000001,0.3,415051.96
0.5700000000000001,0.31,415535.78
0.5700000000000001,0.32,416713.25
0.5700000000000001,0.33,417381.58
0.5700000000000001,0.34,417301.34
0.5700000000000001,0.35000000000000003,417643.61
0.5700000000000001,0.36,417515.42000000004
0.5700000000000001,0.37,417732.32
0.5700000000000001,0.38,418040.11
0.5700000000000001,0.39,416215.12
0.5700000000000001,0.4,416225.18
0.5700000000000001,0.41000000000000003,416524.23000000004
0.5700000000000001,0.42,416382.78
0.5700000000000001,0.43,415662.26
0.5700000000000001,0.44,415694.98
0.5700000000000001,0.45,415785.07
0.5700000000000001,0.46,415785.07
0.5700000000000001,0.47000000000000003,415785.07
0.5700000000000001,0.48,416820.75
0.5700000000000001,0.49,417017.32
0.5700000000000001,0.5,417223.08999999997
0.5700000000000001,0.51,417223.08999999997
0.5700000000000001,0.52,417223.08999999997
0.5700000000000001,0.53,417234.71
0.5700000000000001,0.54,417234.71
0.5700000000000001,0.55,417234.71
0.5700000000000001,0.56,417234.70999999996
0.5700000000000001,0.5700000000000001,417431.27999999997
0.5700000000000001,0.58,417431.27999999997
0.5700000000000001,0.59,417431.27999999997
0.5700000000000001,0.6,417597.01
0.5700000000000001,0.61,417597.01
0.5700000000000001,0.62,417597.01
0.5700000000000001,0.63,417803.19
0.5700000000000001,0.64,417803.19
0.5700000000000001,0.65,418185.47
0.5700000000000001,0.66,418368.27999999997
0.5700000000000001,0.67,418368.27999999997
0.5700000000000001,0.68,418185.47
0.5700000000000001,0.6900000000000001,418185.47
0.5700000000000001,0.7000000000000001,418185.47
0.5700000000000001,0.71,418002.66
0.5700000000000001,0.72,418002.66
0.5700000000000001,0.73,418002.66
0.5700000000000001,0.74,418002.66
0.5700000000000001,0.75,418012.26999999996
0.5700000000000001,0.76,418012.26999999996
0.5700000000000001,0.77,418157.39999999997
0.5700000000000001,0.78,418157.39999999997
0.5700000000000001,0.79,418157.39999999997
0.5700000000000001,0.8,418157.39999999997
0.5700000000000001,0.81,418157.39999999997
0.5700000000000001,0.8200000000000001,418157.39999999997
0.5700000000000001,0.8300000000000001,418157.39999999997
0.5700000000000001,0.84,418051.91
0.5700000000000001,0.85,418051.91
0.5700000000000001,0.86,418052.48
0.5700000000000001,0.87,418052.48
0.5700000000000001,0.88,418249.05
0.5700000000000001,0.89,418249.05
0.5700000000000001,0.9,418249.05
0.5700000000000001,0.91,418445.62
0.5700000000000001,0.92,418445.62
0.5700000000000001,0.93,418480.83999999997
0.5700000000000001,0.9400000000000001,418656.94
0.5700000000000001,0.9500000000000001,418656.94
0.5700000000000001,0.96,418656.94
0.5700000000000001,0.97,418668.56000000006
0.5700000000000001,0.98,418668.56000000006
0.5700000000000001,0.99,418668.56000000006
0.5700000000000001,1.0,418593.11
0.58,0.0,269808.32
0.58,0.01,370229.56999999995
0.58,0.02,383572.06000000006
0.58,0.03,392190.13
0.58,0.04,397486.75
0.58,0.05,399528.63
0.58,0.06,401601.68000000005
0.58,0.07,401570.17
0.58,0.08,403043.56000000006
0.58,0.09,405805.99
0.58,0.1,409137.63
0.58,0.11,409578.9
0.58,0.12,409019.97
0.58,0.13,410283.5
0.58,0.14,411285.4
0.58,0.15,412108.17
0.58,0.16,412999.3
0.58,0.17,413116.66000000003
0.58,0.18,415171.67000000004
0.58,0.19,415410.15
0.58,0.2,414078.67
0.58,0.21,414771.88
0.58,0.22,414404.74
0.58,0.23,414497.69
0.58,0.24,414970.41000000003
0.58,0.25,414743.77
0.58,0.26,415198.31999999995
0.58,0.27,415609.86
0.58,0.28,415278.31999999995
0.58,0.29,415575.0
0.58,0.3,415272.94000000006
0.58,0.31,415796.12
0.58,0.32,416293.26
0.58,0.33,416942.85
0.58,0.34,417311.08999999997
0.58,0.35000000000000003,416963.42
0.58,0.36,417276.07
0.58,0.37,417073.77
0.58,0.38,415681.06
0.58,0.39,415224.55000000005
0.58,0.4,415607.75
0.58,0.41000000000000003,415781.33999999997
0.58,0.42,415850.45999999996
0.58,0.43,415662.26
0.58,0.44,415662.26
0.58,0.45,415785.07
0.58,0.46,415785.07
0.58,0.47000000000000003,415785.07
0.58,0.48,415785.07
0.58,0.49,416820.75
0.58,0.5,417017.32
0.58,0.51,417223.08999999997
0.58,0.52,417223.08999999997
0.58,0.53,417223.08999999997
0.58,0.54,417234.71
0.58,0.55,417234.71
0.58,0.56,417234.71
0.58,0.5700000000000001,417234.70999999996
0.58,0.58,417431.27999999997
0.58,0.59,417431.27999999997
0.58,0.6,417431.27999999997
0.58,0.61,417597.01
0.58,0.62,417597.01
0.58,0.63,417597.01
0.58,0.64,417803.19
0.58,0.65,417803.19
0.58,0.66,417979.29
0.58,0.67,418368.27999999997
0.58,0.68,418368.27999999997
0.58,0.6900000000000001,418185.47
0.58,0.7000000000000001,418185.47
0.58,0.71,418185.47
0.58,0.72,418002.66
0.58,0.73,418002.66
0.58,0.74,418002.66
0.58,0.75,418002.66
0.58,0.76,418002.66
0.58,0.77,418012.26999999996
0.58,0.78,418188.32999999996
0.58,0.79,418157.39999999997
0.58,0.8,418157.39999999997
0.58,0.81,418157.39999999997
0.58,0.8200000000000001,418157.39999999997
0.58,0.8300000000000001,418157.39999999997
0.58,0.84,418157.39999999997
0.58,0.85,418051.91
0.58,0.86,418051.91
0.58,0.87,418051.91
0.58,0.88,418052.48
0.58,0.89,418052.48
0.58,0.9,418249.05
0.58,0.91,418249.05
0.58,0.92,418249.05
0.58,0.93,418445.62
0.58,0.9400000000000001,418445.62
0.58,0.9500000000000001,418480.83999999997
0.58,0.96,418656.94
0.58,0.97,418656.94
0.58,0.98,418656.94
0.58,0.99,418668.56000000006
0.58,1.0,418668.56000000006
0.59,0.0,269808.32
0.59,0.01,370364.13
0.59,0.02,383255.83
0.59,0.03,393193.71
0.59,0.04,398539.96
0.59,0.05,399828.65
0.59,0.06,402816.07000000007
0.59,0.07,401446.47
0.59,0.08,402960.65
0.59,0.09,405693.15
0.59,0.1,408648.57
0.59,0.11,409218.67000000004
0.59,0.12,409152.22
0.59,0.13,409845.09
0.59,0.14,411587.64
0.59,0.15,411608.98
0.59,0.16,412419.79000000004
0.59,0.17,413233.94000000006
0.59,0.18,414046.29000000004
0.59,0.19,415596.16
0.59,0.2,415146.0
0.59,0.21,414664.29000000004
0.59,0.22,414429.54
0.59,0.23,415121.75
0.59,0.24,415055.78
0.59,0.25,414603.07
0.59,0.26,415315.83999999997
0.59,0.27,415041.07000000007
0.59,0.28,415375.53
0.59,0.29,415575.0
0.59,0.3,415458.07
0.59,0.31,415360.5
0.59,0.32,415251.06000000006
0.59,0.33,416288.11
0.59,0.34,416765.99
0.59,0.35000000000000003,417049.04000000004
0.59,0.36,416806.97000000003
0.59,0.37,415566.64
0.59,0.38,414901.98
0.59,0.39,415282.89
0.59,0.4,414990.69000000006
0.59,0.41000000000000003,415111.87
0.59,0.42,415310.06
0.59,0.43,415310.06
0.59,0.44,415662.26
0.59,0.45,415662.26
0.59,0.46,415785.07
0.59,0.47000000000000003,415785.07
0.59,0.48,415785.07
0.59,0.49,415785.07
0.59,0.5,416820.75
0.59,0.51,417017.32
0.59,0.52,417223.08999999997
0.59,0.53,417223.08999999997
0.59,0.54,417223.08999999997
0.59,0.55,417234.71
0.59,0.56,417234.71
0.59,0.5700000000000001,417431.28
0.59,0.58,417431.27999999997
0.59,0.59,417431.27999999997
0.59,0.6,417431.27999999997
0.59,0.61,417431.27999999997
0.59,0.62,417597.01
0.59,0.63,417597.01
0.59,0.64,417597.01
0.59,0.65,417803.19
0.59,0.66,417803.19
0.59,0.67,417979.29
0.59,0.68,418368.27999999997
0.59,0.6900000000000001,418368.27999999997
0.59,0.7000000000000001,418368.27999999997
0.59,0.71,418185.47
0.59,0.72,418185.47
0.59,0.73,418185.47
0.59,0.74,418002.66
0.59,0.75,418002.66
0.59,0.76,418002.66
0.59,0.77,418002.66
0.59,0.78,418012.26999999996
0.59,0.79,418188.32999999996
0.59,0.8,418157.39999999997
0.59,0.81,418157.39999999997
0.59,0.8200000000000001,418157.39999999997
0.59,0.8300000000000001,418157.39999999997
0.59,0.84,418157.39999999997
0.59,0.85,418157.39999999997
0.59,0.86,418157.39999999997
0.59,0.87,418051.91
0.59,0.88,418051.91
0.59,0.89,418052.48
0.59,0.9,418052.48
0.59,0.91,418249.05
0.59,0.92,418249.05
0.59,0.93,418249.05
0.59,0.9400000000000001,418445.62
0.59,0.9500000000000001,418445.62
0.59,0.96,418445.62
0.59,0.97,418480.83999999997
0.59,0.98,418656.94
0.59,0.99,418656.94
0.59,1.0,418668.56000000006
0.6,0.0,269808.32
0.6,0.01,370458.74
0.6,0.02,383915.44000000006
0.6,0.03,393032.41000000003
0.6,0.04,398628.79000000004
0.6,0.05,400076.69
0.6,0.06,402489.18000000005
0.6,0.07,401830.53
0.6,0.08,403034.47
0.6,0.09,405496.58
0.6,0.1,407500.88
0.6,0.11,409969.35
0.6,0.12,409152.22
0.6,0.13,409845.09
0.6,0.14,412026.31
0.6,0.15,411410.64
0.6,0.16,412889.39
0.6,0.17,413039.68
0.6,0.18,414068.77
0.6,0.19,415590.30000000005
0.6,0.2,415171.11000000004
0.6,0.21,414251.93000000005
0.6,0.22,414581.57
0.6,0.23,415133.10000000003
0.6,0.24,414932.37
0.6,0.25,414880.81000000006
0.6,0.26,414512.81
0.6,0.27,415337.75
0.6,0.28,415568.51
0.6,0.29,415665.52
0.6,0.3,415636.72000000003
0.6,0.31,415078.74
0.6,0.32,415137.87
0.6,0.33,415567.69999999995
0.6,0.34,416140.19000000006
0.6,0.35000000000000003,416378.19
0.6,0.36,415121.19
0.6,0.37,414445.73000000004
0.6,0.38,414835.86000000004
0.6,0.39,414456.63
0.6,0.4,414499.15
0.6,0.41000000000000003,414393.57999999996
0.6,0.42,415184.23
0.6,0.43,415310.06
0.6,0.44,415662.26
0.6,0.45,415662.26
0.6,0.46,415662.26
0.6,0.47000000000000003,415785.07
0.6,0.48,415785.07
0.6,0.49,415785.07
0.6,0.5,415785.07
0.6,0.51,416820.75
0.6,0.52,417017.32
0.6,0.53,417223.08999999997
0.6,0.54,417223.08999999997
0.6,0.55,417223.08999999997
0.6,0.56,417234.71
