a,b,res
0.09,0.68,425099.84
0.09,0.6900000000000001,425011.64
0.09,0.7000000000000001,424923.44
0.09,0.71,424972.54
0.09,0.72,424988.57999999996
0.09,0.73,424704.49
0.09,0.74,424938.87
0.09,0.75,424526.19
0.09,0.76,424424.76
0.09,0.77,424175.74
0.09,0.78,423961.23
0.09,0.79,423922.47
0.09,0.8,423921.24
0.09,0.81,423329.73
0.09,0.8200000000000001,423157.79
0.09,0.8300000000000001,423157.79
0.09,0.84,423144.8
0.09,0.85,423144.8
0.09,0.86,423144.8
0.09,0.87,423144.8
0.09,0.88,423233.57
0.09,0.89,423072.5
0.09,0.9,422648.56
0.09,0.91,418870.6
0.09,0.92,418563.58
0.09,0.93,418563.58
0.09,0.9400000000000001,418563.58
0.09,0.9500000000000001,418563.58
0.09,0.96,418563.58
0.09,0.97,418761.98
0.09,0.98,418761.98
0.09,0.99,418761.98
0.09,1.0,418761.98
0.1,0.0,279408.19
0.1,0.01,391679.83
0.1,0.02,398980.42000000004
0.1,0.03,403233.57
0.1,0.04,408606.74
0.1,0.05,412038.35000000003
0.1,0.06,414877.28
0.1,0.07,418441.19999999995
0.1,0.08,417983.36
0.1,0.09,419485.85
0.1,0.1,416959.71
0.1,0.11,416913.09
0.1,0.12,416483.04
0.1,0.13,417359.59
0.1,0.14,417653.61
0.1,0.15,417660.46
0.1,0.16,418690.08
0.1,0.17,418401.74
0.1,0.18,419443.16000000003
0.1,0.19,420647.72
0.1,0.2,420998.36
0.1,0.21,421329.15
0.1,0.22,421712.4
0.1,0.23,423047.05000000005
0.1,0.24,423231.53
0.1,0.25,422979.37
0.1,0.26,423168.85
0.1,0.27,423609.63
0.1,0.28,424282.93
0.1,0.29,424618.44
0.1,0.3,424775.69
0.1,0.31,425259.18000000005
0.1,0.32,425475.01
0.1,0.33,425449.79
0.1,0.34,426272.37
0.1,0.35000000000000003,426192.33999999997
0.1,0.36,426479.13
0.1,0.37,426587.5
0.1,0.38,426818.86
0.1,0.39,426833.14999999997
0.1,0.4,426808.19999999995
0.1,0.41000000000000003,426452.55
0.1,0.42,426651.44
0.1,0.43,426717.69
0.1,0.44,427085.38
0.1,0.45,427109.92
0.1,0.46,427128.64
0.1,0.47000000000000003,427128.64
0.1,0.48,427103.83999999997
0.1,0.49,426977.53
0.1,0.5,426851.07
0.1,0.51,426347.33
0.1,0.52,426482.41000000003
0.1,0.53,426306.01
0.1,0.54,426088.62
0.1,0.55,425819.9
0.1,0.56,425695.38
0.1,0.5700000000000001,425986.57999999996
0.1,0.58,425986.57999999996
0.1,0.59,425857.82
0.1,0.6,425857.82
0.1,0.61,425310.25
0.1,0.62,425104.01
0.1,0.63,424798.6
0.1,0.64,425058.13
0.1,0.65,425005.23000000004
0.1,0.66,424923.44
0.1,0.67,424998.64999999997
0.1,0.68,424955.81999999995
0.1,0.6900000000000001,424916.33
0.1,0.7000000000000001,424701.43000000005
0.1,0.71,424991.33999999997
0.1,0.72,424702.58999999997
0.1,0.73,424526.19
0.1,0.74,424351.81
0.1,0.75,423848.03
0.1,0.76,423888.93999999994
0.1,0.77,423922.47
0.1,0.78,423921.24
0.1,0.79,423520.82999999996
0.1,0.8,423348.89
0.1,0.81,423348.89
0.1,0.8200000000000001,423335.9
0.1,0.8300000000000001,423335.9
0.1,0.84,423335.9
0.1,0.85,423335.9
0.1,0.86,423335.9
0.1,0.87,423424.67000000004
0.1,0.88,423263.6
0.1,0.89,422716.25
0.1,0.9,418870.6
0.1,0.91,418563.58
0.1,0.92,418563.58
0.1,0.93,418563.58
0.1,0.9400000000000001,418563.58
0.1,0.9500000000000001,418563.58
0.1,0.96,418563.58
0.1,0.97,418563.58
0.1,0.98,418563.58
0.1,0.99,418563.58
0.1,1.0,418563.58
0.11,0.0,279408.19
0.11,0.01,391379.83
0.11,0.02,396010.27
0.11,0.03,401876.98
0.11,0.04,407766.81
0.11,0.05,412238.44000000006
0.11,0.06,415874.47
0.11,0.07,417483.7
0.11,0.08,418038.16000000003
0.11,0.09,419627.1
0.11,0.1,417151.95000000007
0.11,0.11,416346.97
0.11,0.12,416682.65
0.11,0.13,417251.22000000003
0.11,0.14,417362.76
0.11,0.15,417751.54000000004
0.11,0.16,418804.29000000004
0.11,0.17,417939.63000000006
0.11,0.18,419739.53
0.11,0.19,420844.01
0.11,0.2,420998.36
0.11,0.21,421582.48
0.11,0.22,421747.11
0.11,0.23,422844.62
0.11,0.24,423339.45000000007
0.11,0.25,423001.03
0.11,0.26,423435.28
0.11,0.27,423681.47000000003
0.11,0.28,424308.41000000003
0.11,0.29,424510.07
0.11,0.3,424789.80000000005
0.11,0.31,425387.11
0.11,0.32,425449.79
0.11,0.33,425528.83999999997
0.11,0.34,425410.83999999997
0.11,0.35000000000000003,425350.98
0.11,0.36,425529.4
0.11,0.37,426642.46
0.11,0.38,426750.24
0.11,0.39,426733.17000000004
0.11,0.4,426644.4
0.11,0.41000000000000003,426844.5
0.11,0.42,426935.02
0.11,0.43,427022.92
0.11,0.44,426936.88
0.11,0.45,426795.16000000003
0.11,0.46,426685.19
0.11,0.47000000000000003,426836.61
0.11,0.48,426748.41000000003
0.11,0.49,426608.24
0.11,0.5,425946.19999999995
0.11,0.51,425878.18
0.11,0.52,425878.18
0.11,0.53,425865.19
0.11,0.54,425736.0
0.11,0.55,425731.7
0.11,0.56,426035.89
0.11,0.5700000000000001,425538.18000000005
0.11,0.58,425353.6
0.11,0.59,425061.18
0.11,0.6,424795.55
0.11,0.61,424914.71
0.11,0.62,424826.51
0.11,0.63,424738.31
0.11,0.64,424904.04
0.11,0.65,424861.20999999996
0.11,0.66,424916.33
0.11,0.67,424684.70999999996
0.11,0.68,424919.08999999997
0.11,0.6900000000000001,424774.74
0.11,0.7000000000000001,424578.66
0.11,0.71,424351.81
0.11,0.72,423973.89
0.11,0.73,423973.89
0.11,0.74,423901.6
0.11,0.75,423922.47
0.11,0.76,423866.01999999996
0.11,0.77,423520.82999999996
0.11,0.78,423348.89
0.11,0.79,423348.89
0.11,0.8,423335.9
0.11,0.81,423335.9
0.11,0.8200000000000001,423335.9
0.11,0.8300000000000001,423335.9
0.11,0.84,423335.9
0.11,0.85,423335.9
0.11,0.86,423301.26
0.11,0.87,423263.6
0.11,0.88,422691.42999999993
0.11,0.89,419061.7
0.11,0.9,418754.68
0.11,0.91,418754.68
0.11,0.92,418754.68
0.11,0.93,418754.68
0.11,0.9400000000000001,418754.68
0.11,0.9500000000000001,418754.68
0.11,0.96,418754.68
0.11,0.97,418754.68
0.11,0.98,418754.68
0.11,0.99,418563.58
0.11,1.0,418563.58
0.12,0.0,279408.19
0.12,0.01,391617.03
0.12,0.02,396259.76
0.12,0.03,401283.92
0.12,0.04,406283.52
0.12,0.05,412325.08999999997
0.12,0.06,415424.05000000005
0.12,0.07,417088.01
0.12,0.08,417831.23
0.12,0.09,419991.38
0.12,0.1,417028.53
0.12,0.11,416301.07999999996
0.12,0.12,416634.44999999995
0.12,0.13,417742.08
0.12,0.14,417364.68
0.12,0.15,417394.86
0.12,0.16,418091.73000000004
0.12,0.17,418940.74
0.12,0.18,420077.16000000003
0.12,0.19,420246.36
0.12,0.2,421062.19
0.12,0.21,421853.47
0.12,0.22,422048.99
0.12,0.23,422833.24
0.12,0.24,423157.04000000004
0.12,0.25,422970.79000000004
0.12,0.26,423229.1
0.12,0.27,423811.5
0.12,0.28,424446.41000000003
0.12,0.29,424185.35
0.12,0.3,424849.36
0.12,0.31,425105.22
0.12,0.32,425273.39
0.12,0.33,425335.80999999994
0.12,0.34,425343.68
0.12,0.35000000000000003,425580.98
0.12,0.36,425777.25
0.12,0.37,426008.61
0.12,0.38,425859.49
0.12,0.39,425884.48
0.12,0.4,425761.13
0.12,0.41000000000000003,426733.35
0.12,0.42,426843.31999999995
0.12,0.43,426933.54
0.12,0.44,426694.04999999993
0.12,0.45,426498.26
0.12,0.46,426335.03
0.12,0.47000000000000003,426310.23
0.12,0.48,426170.93
0.12,0.49,426102.04
0.12,0.5,425510.1
0.12,0.51,425614.45
0.12,0.52,425614.45
0.12,0.53,425251.85000000003
0.12,0.54,425145.79000000004
0.12,0.55,424984.92000000004
0.12,0.56,424849.1
0.12,0.5700000000000001,424883.75
0.12,0.58,424740.33
0.12,0.59,424652.13
0.12,0.6,424613.79000000004
0.12,0.61,424646.17000000004
0.12,0.62,424646.17000000004
0.12,0.63,424463.26
0.12,0.64,424465.58
0.12,0.65,424560.19
0.12,0.66,424633.5
0.12,0.67,424506.41000000003
0.12,0.68,424523.13
0.12,0.6900000000000001,424348.75
0.12,0.7000000000000001,424026.36
0.12,0.71,423901.6
0.12,0.72,423935.13
0.12,0.73,423935.13
0.12,0.74,423866.01999999996
0.12,0.75,423389.8
0.12,0.76,423348.89
0.12,0.77,423348.89
0.12,0.78,423335.9
0.12,0.79,423335.9
0.12,0.8,423335.9
0.12,0.81,423335.9
0.12,0.8200000000000001,423335.9
0.12,0.8300000000000001,423335.9
0.12,0.84,423335.9
0.12,0.85,423301.26
0.12,0.86,423140.19
0.12,0.87,422368.69
0.12,0.88,419061.7
0.12,0.89,418754.68
0.12,0.9,418754.68
0.12,0.91,418754.68
0.12,0.92,418754.68
0.12,0.93,418754.68
0.12,0.9400000000000001,418754.68
0.12,0.9500000000000001,418754.68
0.12,0.96,418754.68
0.12,0.97,418754.68
0.12,0.98,418754.68
0.12,0.99,418754.68
0.12,1.0,418754.68
0.13,0.0,279408.19
0.13,0.01,391434.22000000003
0.13,0.02,396466.77
0.13,0.03,401047.18
0.13,0.04,405122.98000000004
0.13,0.05,411898.81
0.13,0.06,415007.02
0.13,0.07,416285.18000000005
0.13,0.08,417593.67000000004
0.13,0.09,419055.24
0.13,0.1,417489.48
0.13,0.11,415774.11
0.13,0.12,417316.65
0.13,0.13,417692.78
0.13,0.14,417412.35
0.13,0.15,417493.35
0.13,0.16,417398.0
0.13,0.17,418806.02
0.13,0.18,420394.02
0.13,0.19,420495.88
0.13,0.2,420735.11
0.13,0.21,421352.89
0.13,0.22,422614.18000000005
0.13,0.23,422661.35
0.13,0.24,422433.99
0.13,0.25,422606.18000000005
0.13,0.26,422956.44
0.13,0.27,423571.5
0.13,0.28,424165.19999999995
0.13,0.29,424528.63
0.13,0.3,425138.42999999993
0.13,0.31,425332.6
0.13,0.32,425352.70999999996
0.13,0.33,425281.42
0.13,0.34,425288.79
0.13,0.35000000000000003,425467.21
0.13,0.36,425873.52
0.13,0.37,426011.52
0.13,0.38,425994.45000000007
0.13,0.39,425818.05000000005
0.13,0.4,425626.6699999999
0.13,0.41000000000000003,425628.99
0.13,0.42,425553.66
0.13,0.43,425669.29
0.13,0.44,426356.8
0.13,0.45,426322.04000000004
0.13,0.46,426209.04
0.13,0.47000000000000003,426222.03
0.13,0.48,426170.93
0.13,0.49,425169.48
0.13,0.5,425106.39
0.13,0.51,424945.51999999996
0.13,0.52,424682.93999999994
0.13,0.53,424303.13
0.13,0.54,424247.91000000003
0.13,0.55,424530.15
0.13,0.56,424441.94999999995
0.13,0.5700000000000001,424639.70999999996
0.13,0.58,424596.31
0.13,0.59,424644.94
0.13,0.6,424463.26
0.13,0.61,424375.06
0.13,0.62,424375.06000000006
0.13,0.63,424538.89
0.13,0.64,424381.89
0.13,0.65,424293.69
0.13,0.66,424207.51
0.13,0.67,423829.58999999997
0.13,0.68,423846.31
0.13,0.6900000000000001,423829.55
0.13,0.7000000000000001,423810.61
0.13,0.71,423809.38
0.13,0.72,423754.16
0.13,0.73,423389.8
0.13,0.74,423348.89
0.13,0.75,423348.89
0.13,0.76,423260.68999999994
0.13,0.77,423335.9
0.13,0.78,423335.9
0.13,0.79,423335.9
0.13,0.8,423335.9
0.13,0.81,423335.9
0.13,0.8200000000000001,423335.9
0.13,0.8300000000000001,423335.9
0.13,0.84,423016.78
0.13,0.85,422867.55000000005
0.13,0.86,422092.48
0.13,0.87,419061.7
0.13,0.88,418754.68
0.13,0.89,418754.68
0.13,0.9,418754.68
0.13,0.91,418754.68
0.13,0.92,418754.68
0.13,0.93,418754.68
0.13,0.9400000000000001,418754.68
0.13,0.9500000000000001,418754.68
0.13,0.96,418754.68
0.13,0.97,418754.68
0.13,0.98,418754.68
0.13,0.99,418754.68
0.13,1.0,418754.68
0.14,0.0,279408.19
0.14,0.01,390392.86000000004
0.14,0.02,396058.66000000003
0.14,0.03,399699.82999999996
0.14,0.04,405209.12
0.14,0.05,411696.02
0.14,0.06,414755.58999999997
0.14,0.07,416304.94
0.14,0.08,417814.49
0.14,0.09,417877.29000000004
0.14,0.1,417933.01
0.14,0.11,415768.72
0.14,0.12,417177.32
0.14,0.13,417749.59
0.14,0.14,417586.46
0.14,0.15,418042.13
0.14,0.16,417327.08999999997
0.14,0.17,418486.2
0.14,0.18,419619.24
0.14,0.19,420561.01999999996
0.14,0.2,420507.43
0.14,0.21,421100.89
0.14,0.22,422229.93000000005
0.14,0.23,422763.15
0.14,0.24,422648.92000000004
0.14,0.25,422990.43000000005
0.14,0.26,423258.28
0.14,0.27,423885.22
0.14,0.28,424011.67
0.14,0.29,424264.95
0.14,0.3,424858.51
0.14,0.31,424921.19
0.14,0.32,425329.42
0.14,0.33,425286.58999999997
0.14,0.34,425207.39
0.14,0.35000000000000003,425227.26
0.14,0.36,425370.42
0.14,0.37,425319.39
0.14,0.38,425390.22
0.14,0.39,425266.87
0.14,0.4,425452.76999999996
0.14,0.41000000000000003,425452.76999999996
0.14,0.42,425467.77999999997
0.14,0.43,425581.08999999997
0.14,0.44,425473.5
0.14,0.45,425152.18999999994
0.14,0.46,424862.79
0.14,0.47000000000000003,424693.65
0.14,0.48,424675.93
0.14,0.49,424454.41000000003
0.14,0.5,424450.29000000004
0.14,0.51,424450.29000000004
0.14,0.52,424321.1
0.14,0.53,424215.61
0.14,0.54,424531.75999999995
0.14,0.55,424552.17999999993
0.14,0.56,424459.14
0.14,0.5700000000000001,424171.62
0.14,0.58,424083.42
0.14,0.59,424199.53
0.14,0.6,424272.83999999997
0.14,0.61,424197.63
0.14,0.62,424287.85
0.14,0.63,424207.51
0.14,0.64,424044.1
0.14,0.65,423829.58999999997
0.14,0.66,423829.58999999997
0.14,0.67,423772.79000000004
0.14,0.68,423863.07999999996
0.14,0.6900000000000001,423809.38
0.14,0.7000000000000001,423754.16
0.14,0.71,423277.94
0.14,0.72,423317.2
0.14,0.73,423317.2
0.14,0.74,423229.0
0.14,0.75,423304.21
0.14,0.76,423211.38
0.14,0.77,423211.38
0.14,0.78,423335.9
0.14,0.79,423335.9
0.14,0.8,423335.9
0.14,0.81,423335.9
0.14,0.8200000000000001,423335.9
0.14,0.8300000000000001,423263.6
0.14,0.84,422941.07
0.14,0.85,422079.04
0.14,0.86,419061.7
0.14,0.87,418754.68
0.14,0.88,418754.68
0.14,0.89,418754.68
0.14,0.9,418754.68
0.14,0.91,418754.68
0.14,0.92,418754.68
0.14,0.93,418754.68
0.14,0.9400000000000001,418754.68
0.14,0.9500000000000001,418754.68
0.14,0.96,418754.68
0.14,0.97,418754.68
0.14,0.98,418754.68
0.14,0.99,418754.68
0.14,1.0,418754.68
0.15,0.0,279408.19
0.15,0.01,389413.26
0.15,0.02,395772.01
0.15,0.03,399264.77999999997
0.15,0.04,403787.87
0.15,0.05,410308.79000000004
0.15,0.06,415969.77
0.15,0.07,416110.14
0.15,0.08,417920.69
0.15,0.09,416093.39
0.15,0.1,416346.98
0.15,0.11,415577.95
0.15,0.12,416856.94
0.15,0.13,417422.19999999995
0.15,0.14,417002.43000000005
0.15,0.15,418018.24
0.15,0.16,417445.83
0.15,0.17,418561.02
0.15,0.18,419765.57999999996
0.15,0.19,420121.69
0.15,0.2,421108.56
0.15,0.21,421449.25
0.15,0.22,422444.3
0.15,0.23,422693.46
0.15,0.24,422061.87
0.15,0.25,422852.58999999997
0.15,0.26,423240.43
0.15,0.27,423998.06
0.15,0.28,423758.66
0.15,0.29,424195.46
0.15,0.3,424468.31
0.15,0.31,424749.0
0.15,0.32,424639.41000000003
0.15,0.33,424396.15
0.15,0.34,424889.12
0.15,0.35000000000000003,424909.29
0.15,0.36,425288.80999999994
0.15,0.37,425208.49
0.15,0.38,425284.73
0.15,0.39,425392.52999999997
0.15,0.4,425377.55999999994
0.15,0.41000000000000003,425144.14999999997
0.15,0.42,425083.38
0.15,0.43,424879.52
0.15,0.44,424552.34
0.15,0.45,424610.67000000004
0.15,0.46,424698.87
0.15,0.47000000000000003,424504.35
0.15,0.48,425198.51
0.15,0.49,425047.22000000003
0.15,0.5,425047.22000000003
0.15,0.51,424265.28
0.15,0.52,424247.99
0.15,0.53,424208.5
0.15,0.54,424369.27
0.15,0.55,424227.51999999996
0.15,0.56,424227.52
0.15,0.5700000000000001,424300.82999999996
0.15,0.58,424275.48
0.15,0.59,424099.07999999996
0.15,0.6,424099.08
0.15,0.61,423780.6
0.15,0.62,423493.2
0.15,0.63,423587.81
0.15,0.64,423581.76999999996
0.15,0.65,423615.3
0.15,0.66,423808.12
0.15,0.67,423861.85
0.15,0.68,423754.16
0.15,0.6900000000000001,423302.37
0.15,0.7000000000000001,423282.38
0.15,0.71,423228.43
0.15,0.72,423317.2
0.15,0.73,423304.21
0.15,0.74,423304.21
0.15,0.75,423304.21
0.15,0.76,423304.21
0.15,0.77,423304.21
0.15,0.78,423304.21
0.15,0.79,423304.21
0.15,0.8,423304.21
0.15,0.81,423087.97
0.15,0.8200000000000001,423139.07999999996
0.15,0.8300000000000001,422570.0
0.15,0.84,420788.4
0.15,0.85,419061.7
0.15,0.86,418754.68
0.15,0.87,418754.68
0.15,0.88,418754.68
0.15,0.89,418754.68
0.15,0.9,418754.68
0.15,0.91,418754.68
0.15,0.92,418754.68
0.15,0.93,418754.68
0.15,0.9400000000000001,418754.68
0.15,0.9500000000000001,418754.68
0.15,0.96,418754.68
0.15,0.97,418754.68
0.15,0.98,418754.68
0.15,0.99,418754.68
0.15,1.0,418754.68
0.16,0.0,279453.56
0.16,0.01,389008.31
0.16,0.02,395255.16
0.16,0.03,396237.53
0.16,0.04,403502.08999999997
0.16,0.05,409953.97000000003
0.16,0.06,415588.62
0.16,0.07,416183.88
0.16,0.08,417450.81000000006
0.16,0.09,415686.74
0.16,0.1,415874.04000000004
0.16,0.11,415427.19000000006
0.16,0.12,416993.77
0.16,0.13,416445.22
0.16,0.14,417220.31
0.16,0.15,418256.93
0.16,0.16,417427.07000000007
0.16,0.17,418921.55000000005
0.16,0.18,419968.12
0.16,0.19,419920.02
0.16,0.2,420775.13
0.16,0.21,420970.65
0.16,0.22,422443.68
0.16,0.23,422570.91
0.16,0.24,422251.86000000004
0.16,0.25,422409.0
0.16,0.26,422614.41
0.16,0.27,423481.57999999996
0.16,0.28,423411.77
0.16,0.29,423935.29000000004
0.16,0.3,424025.45
0.16,0.31,424073.1
0.16,0.32,424433.82
0.16,0.33,424650.37
0.16,0.34,424791.31
0.16,0.35000000000000003,425110.87
0.16,0.36,425323.76
0.16,0.37,425073.27999999997
0.16,0.38,424786.45
0.16,0.39,424854.30999999994
0.16,0.4,424736.27
0.16,0.41000000000000003,424652.11
0.16,0.42,424743.06000000006
0.16,0.43,424580.25
0.16,0.44,424580.25
0.16,0.45,424467.25
0.16,0.46,424327.94999999995
0.16,0.47000000000000003,425027.22
0.16,0.48,425028.5
0.16,0.49,425079.60000000003
0.16,0.5,425040.11
0.16,0.51,424855.7
0.16,0.52,424750.20999999996
0.16,0.53,425054.4
0.16,0.54,424354.38
0.16,0.55,424300.82999999996
0.16,0.56,424049.22
0.16,0.5700000000000001,424010.88
0.16,0.58,423924.7
0.16,0.59,423761.29
0.16,0.6,423546.77999999997
0.16,0.61,423637.3
0.16,0.62,423659.62
0.16,0.63,423693.14999999997
0.16,0.64,423693.14999999997
0.16,0.65,423564.54
0.16,0.66,423563.62
0.16,0.67,423126.83999999997
0.16,0.68,423106.85
0.16,0.6900000000000001,423106.85
0.16,0.7000000000000001,422980.99
0.16,0.71,423304.21
0.16,0.72,423304.21
0.16,0.73,423304.21
0.16,0.74,423304.21
0.16,0.75,423304.21
0.16,0.76,423304.21
0.16,0.77,423304.21
0.16,0.78,423304.21
0.16,0.79,423304.21
0.16,0.8,423180.8
0.16,0.81,423231.91000000003
0.16,0.8200000000000001,422582.0800000001
0.16,0.8300000000000001,420595.04000000004
0.16,0.84,419030.01
0.16,0.85,418722.99
0.16,0.86,418630.16000000003
0.16,0.87,418630.16000000003
0.16,0.88,418630.16000000003
0.16,0.89,418754.68
0.16,0.9,418754.68
0.16,0.91,418754.68
0.16,0.92,418754.68
0.16,0.93,418754.68
0.16,0.9400000000000001,418754.68
0.16,0.9500000000000001,418754.68
0.16,0.96,418754.68
0.16,0.97,418754.68
0.16,0.98,418754.68
0.16,0.99,418754.68
0.16,1.0,418754.68
0.17,0.0,279295.87
0.17,0.01,388215.65
0.17,0.02,394907.74
0.17,0.03,395992.92000000004
0.17,0.04,403447.05
0.17,0.05,409423.7
0.17,0.06,416027.81000000006
0.17,0.07,416581.74
0.17,0.08,417270.54000000004
0.17,0.09,415697.98
0.17,0.1,415680.45
0.17,0.11,415893.93000000005
0.17,0.12,417068.98
0.17,0.13,416996.94000000006
0.17,0.14,416822.07
0.17,0.15,418267.95999999996
0.17,0.16,418281.01
0.17,0.17,419328.74
0.17,0.18,419542.92000000004
0.17,0.19,420011.37
0.17,0.2,420421.29
0.17,0.21,421373.36000000004
0.17,0.22,421411.28
0.17,0.23,421817.95
0.17,0.24,421838.71
0.17,0.25,422179.49
0.17,0.26,422624.92000000004
0.17,0.27,422839.07
0.17,0.28,423476.72000000003
0.17,0.29,424085.95
0.17,0.3,424115.97
0.17,0.31,424253.42
0.17,0.32,424261.29
0.17,0.33,424050.97000000003
0.17,0.34,424352.43
0.17,0.35000000000000003,424552.76999999996
0.17,0.36,424378.38
0.17,0.37,424179.05000000005
0.17,0.38,424576.16000000003
0.17,0.39,424754.88
0.17,0.4,424699.36
0.17,0.41000000000000003,424793.33
0.17,0.42,424707.51
0.17,0.43,424509.33999999997
0.17,0.44,424559.75
0.17,0.45,424411.43
0.17,0.46,424360.32999999996
0.17,0.47000000000000003,425015.0
0.17,0.48,424896.69
0.17,0.49,424808.49
0.17,0.5,424767.5
0.17,0.51,424823.52
0.17,0.52,424823.52
0.17,0.53,424876.1
0.17,0.54,424822.55
0.17,0.55,424648.17000000004
0.17,0.56,424648.17000000004
0.17,0.5700000000000001,424320.11
0.17,0.58,423546.77999999997
0.17,0.59,423474.49
0.17,0.6,423563.77999999997
0.17,0.61,423693.14999999997
0.17,0.62,423693.14999999997
0.17,0.63,423636.69999999995
0.17,0.64,423652.19
0.17,0.65,423232.42000000004
0.17,0.66,423065.13
0.17,0.67,423106.85
0.17,0.68,423106.85
0.17,0.6900000000000001,423270.26
0.17,0.7000000000000001,423127.54
0.17,0.71,423127.54
0.17,0.72,423127.54
0.17,0.73,423127.54
0.17,0.74,423127.54
0.17,0.75,423303.64
0.17,0.76,423304.21
0.17,0.77,423304.21
0.17,0.78,423304.21
0.17,0.79,422896.32
0.17,0.8,423108.5
0.17,0.81,422472.11000000004
0.17,0.8200000000000001,419895.54000000004
0.17,0.8300000000000001,418722.99
0.17,0.84,418722.99
0.17,0.85,418722.99
0.17,0.86,418722.99
0.17,0.87,418722.99
0.17,0.88,418722.99
0.17,0.89,418722.99
0.17,0.9,418722.99
0.17,0.91,418722.99
0.17,0.92,418630.16000000003
0.17,0.93,418630.16000000003
0.17,0.9400000000000001,418630.16000000003
0.17,0.9500000000000001,418754.68
0.17,0.96,418754.68
0.17,0.97,418754.68
0.17,0.98,418754.68
0.17,0.99,418754.68
0.17,1.0,418754.68
0.18,0.0,279384.25
0.18,0.01,388136.87
0.18,0.02,394159.0800000001
0.18,0.03,396174.28
0.18,0.04,401925.9
0.18,0.05,408674.14
0.18,0.06,414787.26
0.18,0.07,416578.91000000003
0.18,0.08,418065.80000000005
0.18,0.09,415378.63
0.18,0.1,415284.35000000003
0.18,0.11,415695.63
0.18,0.12,416552.01
0.18,0.13,416872.4
0.18,0.14,416928.37
0.18,0.15,416604.96
0.18,0.16,417667.17
0.18,0.17,418930.9
0.18,0.18,419397.17000000004
0.18,0.19,419249.43
0.18,0.2,419970.0
0.18,0.21,421066.71
0.18,0.22,421272.55000000005
0.18,0.23,421093.85
0.18,0.24,421913.56
0.18,0.25,422206.47
0.18,0.26,422854.37
0.18,0.27,422896.86
0.18,0.28,423473.54000000004
0.18,0.29,423319.89
0.18,0.3,423770.29
0.18,0.31,423742.95999999996
0.18,0.32,423426.61000000004
0.18,0.33,423539.02
0.18,0.34,424028.45999999996
0.18,0.35000000000000003,424056.49
0.18,0.36,424265.79000000004
0.18,0.37,424277.03
0.18,0.38,424226.56
0.18,0.39,424228.88
0.18,0.4,424613.48
0.18,0.41000000000000003,424713.8
0.18,0.42,424563.38
0.18,0.43,424541.72
0.18,0.44,424477.43
0.18,0.45,424282.91000000003
0.18,0.46,424730.57
0.18,0.47000000000000003,424808.49
0.18,0.48,425042.87
0.18,0.49,424881.8
0.18,0.5,424571.91000000003
0.18,0.51,424571.91000000003
0.18,0.52,424876.1
0.18,0.53,424648.17000000004
0.18,0.54,424484.76
0.18,0.55,424270.25
0.18,0.56,424320.11
0.18,0.5700000000000001,424247.81999999995
0.18,0.58,424281.35
0.18,0.59,424371.87
0.18,0.6,424465.25
0.18,0.61,423636.69999999995
0.18,0.62,423291.51
0.18,0.63,423215.7
0.18,0.64,423157.20999999996
0.18,0.65,423065.13
0.18,0.66,423106.85
0.18,0.67,423270.26
0.18,0.68,423270.26
0.18,0.6900000000000001,423127.54
0.18,0.7000000000000001,423127.54
0.18,0.71,423127.54
0.18,0.72,423127.54
0.18,0.73,423127.54
0.18,0.74,423127.54
0.18,0.75,423127.54
0.18,0.76,423127.54
0.18,0.77,423127.54
0.18,0.78,422966.47
0.18,0.79,423107.93
0.18,0.8,422807.97000000003
0.18,0.81,419895.54000000004
0.18,0.8200000000000001,419030.01
0.18,0.8300000000000001,418722.99
0.18,0.84,418722.99
0.18,0.85,418722.99
0.18,0.86,418722.99
0.18,0.87,418722.99
0.18,0.88,418722.99
0.18,0.89,418722.99
0.18,0.9,418722.99
0.18,0.91,418722.99
0.18,0.92,418722.99
0.18,0.93,418722.99
0.18,0.9400000000000001,418722.99
0.18,0.9500000000000001,418722.99
0.18,0.96,418722.99
0.18,0.97,418630.16000000003
0.18,0.98,418630.16000000003
0.18,0.99,418630.16000000003
0.18,1.0,418754.68
0.19,0.0,279422.36
0.19,0.01,387936.97
0.19,0.02,394069.08
0.19,0.03,396033.47000000003
0.19,0.04,401537.03
0.19,0.05,408567.10000000003
0.19,0.06,413854.35
0.19,0.07,416269.96
